"Parcel ID","Year Built","Building Area","CITYAREA","TOWNSHIPCODE","CITYTWNAREA","Occupancy","Lot Area (sf)","Sale Date","Sale Price","Recording","Assessed Value","Address","Multi Parcel Sale","Vacant","Appr_Total"
"1419300004","1910","1500","EARLHAM","19","ADAMS TWP","Church","43560","","","","133880","18058 BEAR CREEK RD, EARLHAM","","Y","133880"
"1424300010","1989","3132","VAN METER","19","ADAMS TWP","Church","664725.6","","","","672740","23213 347TH ST, VAN METER","","Y","672740"
"1519301008","1922","8612","DESOTO","6","DE SOTO","School - Class Room","435600","6/23/1993 12:00:00 AM","0","748-176","5386430","305 SPRUCE ST, DESOTO","","Y","5386430"
"1233112001","2023","14558","WAUKEE","16","WAUKEE","Shopping Center - Neighborhood","91416","","","","624600","750 W HICKMAN RD, WAUKEE","","N","2169540"
"1530133001","1995","2800","","6","DE SOTO","Warehouse (Storage)","27000","","","","133720"," ","","Y","133720"
"1521476008","1989","2562","VAN METER","15","VAN METER","Apartment","14454","3/28/1989 12:00:00 AM","18500","670-393","450900","600 PLEASANT ST, VAN METER","","Y","450900"
"1521483004","1900","2067","VAN METER","15","VAN METER","Church","17424","6/29/1978 12:00:00 AM","0","551-510","250870","309 MAIN ST, VAN METER","","Y","250870"
"1521485003","1920","1560","VAN METER","15","VAN METER","Warehouse (Storage)","3432","11/29/2004 12:00:00 AM","3000","2006-17884","74400","412 GRANT ST, VAN METER","","N","74400"
"1521485003","1920","1560","VAN METER","15","VAN METER","Warehouse (Storage)","3432","12/8/2006 12:00:00 AM","21500","2007-48","74400","412 GRANT ST, VAN METER","","N","74400"
"1521485003","1920","1560","VAN METER","15","VAN METER","Warehouse (Storage)","3432","5/4/2015 12:00:00 AM","0","2015-6634","74400","412 GRANT ST, VAN METER","","N","74400"
"1521485003","1920","1560","VAN METER","15","VAN METER","Warehouse (Storage)","3432","5/21/2015 12:00:00 AM","58000","2015-8320","74400","412 GRANT ST, VAN METER","","N","74400"
"1530134010","1959","5000","","6","DE SOTO","Metal Warehouse - Rigid Steel Frame","36400","3/29/1985 12:00:00 AM","0","617-762","152540"," ","","Y","157150"
"1530134010","1959","5000","","6","DE SOTO","Metal Warehouse - Rigid Steel Frame","36400","6/27/1984 12:00:00 AM","0","612-526","152540"," ","","Y","157150"
"1227402002","2008","4265","WAUKEE","16","WAUKEE","Bank - Branch","59242","1/28/2016 12:00:00 AM","4512165","2016-1617","2491780","955 E HICKMAN RD, WAUKEE","","N","2491780"
"1227402002","2008","4265","WAUKEE","16","WAUKEE","Bank - Branch","59242","5/25/2017 12:00:00 AM","4781749","2017-9990","2491780","955 E HICKMAN RD, WAUKEE","","N","2491780"
"1132353003","2013","2860","ADEL","1","ADEL","Recreational Facility","326700","6/29/2011 12:00:00 AM","0","2011-8248","1775130","1800 S 15TH ST, ADEL","","Y","1775130"
"1132353003","2013","2860","ADEL","1","ADEL","Recreational Facility","326700","6/29/2011 12:00:00 AM","0","2011-8247","1775130","1800 S 15TH ST, ADEL","","Y","1775130"
"1132353003","2013","2860","ADEL","1","ADEL","Recreational Facility","326700","5/21/2011 12:00:00 AM","80542","2011-8277","1775130","1800 S 15TH ST, ADEL","","Y","1775130"
"1132353003","2013","2860","ADEL","1","ADEL","Recreational Facility","326700","6/17/2011 12:00:00 AM","80542","2011-8276","1775130","1800 S 15TH ST, ADEL","","Y","1775130"
"1132353003","2013","2860","ADEL","1","ADEL","Recreational Facility","326700","5/3/2011 12:00:00 AM","0","2011-5869","1775130","1800 S 15TH ST, ADEL","","Y","1775130"
"1132353003","2013","2860","ADEL","1","ADEL","Recreational Facility","326700","5/3/2011 12:00:00 AM","0","2011-5870","1775130","1800 S 15TH ST, ADEL","","Y","1775130"
"1527106003","1965","0","","15","VAN METER","School - Class Room","326700","","","","12611700"," ","","Y","12611700"
"1528201003","1978","3250","VAN METER","15","VAN METER","Church","79200","","","","1155400","100 HAZEL ST, VAN METER","","Y","1155400"
"1228300041","1977","592","WAUKEE","16","WAUKEE","Shop","3049.2","2/11/2020 12:00:00 AM","22500","2020-2522","25970","545 W HICKMAN RD, WAUKEE","","N","25970"
"1228300042","1970","1836","WAUKEE","16","WAUKEE","Shop","57934.8","","","","389020","545 HWY 6, WAUKEE","","N","389020"
"1102142009","1995","3740","DALLAS CENTER","4","DALLAS CENTER","Restaurant","5808","10/21/2004 12:00:00 AM","0","2004-18073","91480","1409 WALNUT ST, DALLAS CENTER","","N","98780"
"1102142009","1995","3740","DALLAS CENTER","4","DALLAS CENTER","Restaurant","5808","1/15/2002 12:00:00 AM","85000","2002-1283","91480","1409 WALNUT ST, DALLAS CENTER","","N","98780"
"1102142009","1995","3740","DALLAS CENTER","4","DALLAS CENTER","Restaurant","5808","12/20/1999 12:00:00 AM","85000","1999-14036","91480","1409 WALNUT ST, DALLAS CENTER","","N","98780"
"1102142009","1995","3740","DALLAS CENTER","4","DALLAS CENTER","Restaurant","5808","12/16/1999 12:00:00 AM","0","1999-13854","91480","1409 WALNUT ST, DALLAS CENTER","","N","98780"
"1102142009","1995","3740","DALLAS CENTER","4","DALLAS CENTER","Restaurant","5808","10/27/1995 12:00:00 AM","0","850-867","91480","1409 WALNUT ST, DALLAS CENTER","","N","98780"
"1102142010","1910","2200","DALLAS CENTER","4","DALLAS CENTER","Store - Retail Small","2904","6/12/1989 12:00:00 AM","0","671-451","206780","1407 WALNUT ST, DALLAS CENTER","Y","N","216650"
"1102142010","1910","2200","DALLAS CENTER","4","DALLAS CENTER","Store - Retail Small","2904","7/29/2005 12:00:00 AM","63000","2005-12136","206780","1407 WALNUT ST, DALLAS CENTER","","N","216650"
"1102142010","1910","2200","DALLAS CENTER","4","DALLAS CENTER","Store - Retail Small","2904","4/30/1998 12:00:00 AM","25000","1998-4341","206780","1407 WALNUT ST, DALLAS CENTER","","N","216650"
"1102142010","1910","2200","DALLAS CENTER","4","DALLAS CENTER","Store - Retail Small","2904","12/9/2020 12:00:00 AM","220000","2020-35120","206780","1407 WALNUT ST, DALLAS CENTER","","N","216650"
"1102142011","1910","2904","DALLAS CENTER","4","DALLAS CENTER","Bars and Lounges","5227.2","1/30/2006 12:00:00 AM","73000","2006-2455","155110","1405 WALNUT ST, DALLAS CENTER","","N","165630"
"1102142011","1910","2904","DALLAS CENTER","4","DALLAS CENTER","Bars and Lounges","5227.2","7/17/2017 12:00:00 AM","125000","2017-4097","155110","1405 WALNUT ST, DALLAS CENTER","","N","165630"
"1102142011","1910","2904","DALLAS CENTER","4","DALLAS CENTER","Bars and Lounges","5227.2","4/8/2019 12:00:00 AM","140000","2019-4868","155110","1405 WALNUT ST, DALLAS CENTER","","N","165630"
"1102142011","1910","2904","DALLAS CENTER","4","DALLAS CENTER","Bars and Lounges","5227.2","12/9/2020 12:00:00 AM","0","2020-35117","155110","1405 WALNUT ST, DALLAS CENTER","","N","165630"
"0210306008","1947","1870","PERRY","12","PERRY","Store - Retail Small","3080","6/30/2014 12:00:00 AM","29000","2014-8457","51990","1304 2ND ST, PERRY","","N","65670"
"0210306008","1947","1870","PERRY","12","PERRY","Store - Retail Small","3080","6/30/2014 12:00:00 AM","0","2014-8456","51990","1304 2ND ST, PERRY","","N","65670"
"0210306008","1947","1870","PERRY","12","PERRY","Store - Retail Small","3080","6/30/2014 12:00:00 AM","0","2014-8454","51990","1304 2ND ST, PERRY","","N","65670"
"0210306008","1947","1870","PERRY","12","PERRY","Store - Retail Small","3080","10/19/2020 12:00:00 AM","30000","2020-29109","51990","1304 2ND ST, PERRY","","N","65670"
"0210306009","1912","3240","PERRY","12","PERRY","Store - Retail Small","3920","5/11/2021 12:00:00 AM","28800","2021-14219","35780","1300 2ND ST, PERRY","","N","35780"
"0210309001","1972","6856","PERRY","12","PERRY","Bank - Main","28910","","","","1093730","1224 1ST AVE, PERRY","","N","1093730"
"0210309006","1900","2275","PERRY","12","PERRY","Store - Retail Small","3500","","","","177970","1217 2ND ST, PERRY","","N","177970"
"0210309007","1900","4550","PERRY","12","PERRY","Store - Retail Small/Office Uppers","7000","9/7/2018 12:00:00 AM","0","2018-17189","232230","1213 2ND ST, PERRY","","N","232230"
"0210309007","1900","4550","PERRY","12","PERRY","Store - Retail Small/Office Uppers","7000","6/30/2010 12:00:00 AM","0","2010-8606","232230","1213 2ND ST, PERRY","","N","232230"
"0210309008","1905","3500","PERRY","12","PERRY","Store - Retail Small","3500","12/17/2009 12:00:00 AM","275000","2009-19896","311570","1211 2ND ST, PERRY","","N","311570"
"0210309008","1905","3500","PERRY","12","PERRY","Store - Retail Small","3500","8/7/2009 12:00:00 AM","0","2009-14154","311570","1211 2ND ST, PERRY","","N","311570"
"0210309008","1905","3500","PERRY","12","PERRY","Store - Retail Small","3500","9/22/2004 12:00:00 AM","75000","2004-15025","311570","1211 2ND ST, PERRY","","N","311570"
"0210309008","1905","3500","PERRY","12","PERRY","Store - Retail Small","3500","1/18/2001 12:00:00 AM","20000","2001-1689","311570","1211 2ND ST, PERRY","","N","311570"
"0210309008","1905","3500","PERRY","12","PERRY","Store - Retail Small","3500","8/27/1998 12:00:00 AM","25000","1998-10825","311570","1211 2ND ST, PERRY","","N","311570"
"0210309008","1905","3500","PERRY","12","PERRY","Store - Retail Small","3500","9/16/1993 12:00:00 AM","24500","750-181","311570","1211 2ND ST, PERRY","","N","311570"
"0210309010","1900","4500","PERRY","12","PERRY","Store - Retail Small","7000","7/19/2022 12:00:00 AM","265000","2022-17136","263080","1205 2ND ST, PERRY","","N","263080"
"0210309011","1900","6384","PERRY","12","PERRY","Store - Retail Small","7000","1/30/2018 12:00:00 AM","58900","2018-1607","287290","1203 2ND ST, PERRY","","N","287290"
"0210309011","1900","6384","PERRY","12","PERRY","Store - Retail Small","7000","6/19/2000 12:00:00 AM","50000","1999-10012","287290","1203 2ND ST, PERRY","","N","287290"
"0210309012","1900","4500","PERRY","12","PERRY","Store - Retail Small","10500","9/23/2011 12:00:00 AM","0","2011-12248","298110","1221 2ND ST, PERRY","","N","298110"
"0210309012","1900","4500","PERRY","12","PERRY","Store - Retail Small","10500","3/26/2008 12:00:00 AM","0","2008-4423","298110","1221 2ND ST, PERRY","","N","298110"
"0210310002","1900","1440","PERRY","12","PERRY","Office - General","1840","11/14/2017 12:00:00 AM","0","2017-23464","47220","1213 LUCINDA ST, PERRY","Y","N","51560"
"0210310002","1900","1440","PERRY","12","PERRY","Office - General","1840","4/18/2006 12:00:00 AM","125000","2006-6396","47220","1213 LUCINDA ST, PERRY","Y","N","51560"
"0210310002","1900","1440","PERRY","12","PERRY","Office - General","1840","4/24/2014 12:00:00 AM","0","2014-4918","47220","1213 LUCINDA ST, PERRY","Y","N","51560"
"0210310002","1900","1440","PERRY","12","PERRY","Office - General","1840","9/27/2017 12:00:00 AM","40000","2017-19451","47220","1213 LUCINDA ST, PERRY","Y","N","51560"
"0210310002","1900","1440","PERRY","12","PERRY","Office - General","1840","11/18/2003 12:00:00 AM","0","2003-23155","47220","1213 LUCINDA ST, PERRY","Y","N","51560"
"0210310002","1900","1440","PERRY","12","PERRY","Office - General","1840","2/20/2003 12:00:00 AM","0","2003-10521","47220","1213 LUCINDA ST, PERRY","Y","N","51560"
"0210310004","1900","4300","PERRY","12","PERRY","Office - General","6860","5/1/2018 12:00:00 AM","101521","2018-7190","177450","1220 2ND ST, PERRY","","N","177450"
"0210310004","1900","4300","PERRY","12","PERRY","Office - General","6860","5/12/1999 12:00:00 AM","90000","1999-5393","177450","1220 2ND ST, PERRY","","N","177450"
"1304141004","1900","3720","REDFIELD","13","REDFIELD","Fraternal Building","4356","5/12/2011 12:00:00 AM","10000","2011-15719","49960","909 2ND ST, REDFIELD","","N","49960"
"1304141004","1900","3720","REDFIELD","13","REDFIELD","Fraternal Building","4356","5/1/1951 12:00:00 AM","3000","","49960","909 2ND ST, REDFIELD","","N","49960"
"1304141004","1900","3720","REDFIELD","13","REDFIELD","Fraternal Building","4356","10/30/2020 12:00:00 AM","30000","2020-30561","49960","909 2ND ST, REDFIELD","","N","49960"
"1304141004","1900","3720","REDFIELD","13","REDFIELD","Fraternal Building","4356","5/8/2017 12:00:00 AM","0","2017-8611 & 8612","49960","909 2ND ST, REDFIELD","","N","49960"
"1304178002","1989","3552","","13","REDFIELD","Library","4554","3/8/1985 12:00:00 AM","7000","617-665","418410"," ","","Y","418410"
"1129377005","1976","6548","ADEL","0","N/A","Bank - Main","46827","","","","1741560","1009 COURT ST, ADEL","","N","1741560"
"1131126015","1966","5952","ADEL","1","ADEL","Metal Warehouse - Milled Wood Frame","375487","9/13/2016 12:00:00 AM","0","2016-22334","3044130","2300 GREENE ST, ADEL","","N","3044130"
"1131126015","1966","5952","ADEL","1","ADEL","Metal Warehouse - Milled Wood Frame","375487","11/8/2016 12:00:00 AM","2600000","2016-23621","3044130","2300 GREENE ST, ADEL","","N","3044130"
"1228478002","2010","14027","WAUKEE","16","WAUKEE","Office - Medical / Dental","91476","1/26/2010 12:00:00 AM","559480","2010-966","3997680","25 W HICKMAN, WAUKEE","","N","3997680"
"1132209034","2018","3795","ADEL","1","ADEL","Shopping Center - Neighborhood","27795","","","","553240","513 NILE KINNICK DR S, ADEL","","N","553240"
"1234226003","2019","5893","WAUKEE","16","WAUKEE","Shopping Center - Neighborhood","49876","1/24/2023 12:00:00 AM","260643","2023-1961","2360250","950 E HICKMAN RD, WAUKEE","Y","N","2360250"
"1234226003","2019","5893","WAUKEE","16","WAUKEE","Shopping Center - Neighborhood","49876","1/24/2023 12:00:00 AM","260643","2023-1962","2360250","950 E HICKMAN RD, WAUKEE","Y","N","2360250"
"1234226003","2019","5893","WAUKEE","16","WAUKEE","Shopping Center - Neighborhood","49876","1/28/2023 12:00:00 AM","237346","2023-1964","2360250","950 E HICKMAN RD, WAUKEE","Y","N","2360250"
"1234226003","2019","5893","WAUKEE","16","WAUKEE","Shopping Center - Neighborhood","49876","6/8/2021 12:00:00 AM","4067599","2021-16441","2360250","950 E HICKMAN RD, WAUKEE","","N","2360250"
"1234226003","2019","5893","WAUKEE","16","WAUKEE","Shopping Center - Neighborhood","49876","5/1/2019 12:00:00 AM","0","2019-6251","2360250","950 E HICKMAN RD, WAUKEE","Y","N","2360250"
"1234226003","2019","5893","WAUKEE","16","WAUKEE","Shopping Center - Neighborhood","49876","1/24/2023 12:00:00 AM","116003","2023-1978","2360250","950 E HICKMAN RD, WAUKEE","Y","N","2360250"
"1234226003","2019","5893","WAUKEE","16","WAUKEE","Shopping Center - Neighborhood","49876","1/24/2023 12:00:00 AM","116003","2023-1979","2360250","950 E HICKMAN RD, WAUKEE","Y","N","2360250"
"1234226003","2019","5893","WAUKEE","16","WAUKEE","Shopping Center - Neighborhood","49876","1/28/2023 12:00:00 AM","237346","2023-1986","2360250","950 E HICKMAN RD, WAUKEE","Y","N","2360250"
"1129383011","1901","1760","ADEL","1","ADEL","Store - Retail Small/Office Uppers","2904","9/15/2023 12:00:00 AM","220000","2024-00753","197660","803 MAIN ST, ADEL","","N","223450"
"1129383011","1901","1760","ADEL","1","ADEL","Store - Retail Small/Office Uppers","2904","5/1/1998 12:00:00 AM","87000","1998-4479","197660","803 MAIN ST, ADEL","","N","223450"
"1129383011","1901","1760","ADEL","1","ADEL","Store - Retail Small/Office Uppers","2904","7/1/1997 12:00:00 AM","85000","840-588","197660","803 MAIN ST, ADEL","","N","223450"
"1129383011","1901","1760","ADEL","1","ADEL","Store - Retail Small/Office Uppers","2904","9/15/2023 12:00:00 AM","220000","2023-13726","197660","803 MAIN ST, ADEL","","N","223450"
"1129383011","1901","1760","ADEL","1","ADEL","Store - Retail Small/Office Uppers","2904","7/1/1997 12:00:00 AM","0","1998-4478","197660","803 MAIN ST, ADEL","","N","223450"
"1129455001","1952","1204","ADEL","1","ADEL","Store - Retail Small","8712","10/28/2022 12:00:00 AM","0","2022-23034","149070","109 NILE KINNICK S, ADEL","","N","180620"
"1129455001","1952","1204","ADEL","1","ADEL","Store - Retail Small","8712","10/28/2022 12:00:00 AM","275000","2022-23033","149070","109 NILE KINNICK S, ADEL","","N","180620"
"1129455001","1952","1204","ADEL","1","ADEL","Store - Retail Small","8712","12/6/1996 12:00:00 AM","0","826-225","149070","109 NILE KINNICK S, ADEL","","N","180620"
"1129455002","1910","2450","ADEL","1","ADEL","Restaurant","8712","3/7/2023 12:00:00 AM","225000","2023-2905","245350","715 MAIN ST, ADEL","","N","391650"
"1129455002","1910","2450","ADEL","1","ADEL","Restaurant","8712","1/29/2019 12:00:00 AM","185000","2019-1460","245350","715 MAIN ST, ADEL","","N","391650"
"1129455002","1910","2450","ADEL","1","ADEL","Restaurant","8712","7/28/2000 12:00:00 AM","110000","2000-7770","245350","715 MAIN ST, ADEL","","N","391650"
"1129455002","1910","2450","ADEL","1","ADEL","Restaurant","8712","3/7/1992 12:00:00 AM","63401","712-197","245350","715 MAIN ST, ADEL","","N","391650"
"1129455002","1910","2450","ADEL","1","ADEL","Restaurant","8712","9/12/1989 12:00:00 AM","0","674-864","245350","715 MAIN ST, ADEL","","N","391650"
"1129455002","1910","2450","ADEL","1","ADEL","Restaurant","8712","9/11/1989 12:00:00 AM","0","674-865","245350","715 MAIN ST, ADEL","","N","391650"
"1129455002","1910","2450","ADEL","1","ADEL","Restaurant","8712","9/11/1989 12:00:00 AM","37000","674-866","245350","715 MAIN ST, ADEL","","N","391650"
"1129455002","1910","2450","ADEL","1","ADEL","Restaurant","8712","7/26/1986 12:00:00 AM","0","633-696","245350","715 MAIN ST, ADEL","","N","391650"
"1129455002","1910","2450","ADEL","1","ADEL","Restaurant","8712","11/1/1985 12:00:00 AM","9525","622-247","245350","715 MAIN ST, ADEL","","N","391650"
"1102142005","1920","8712","DALLAS CENTER","4","DALLAS CENTER","Warehouse (Storage)","8712","10/26/2016 12:00:00 AM","52000","2016-21128","67400","1419 WALNUT ST, DALLAS CENTER","","N","75890"
"1102142005","1920","8712","DALLAS CENTER","4","DALLAS CENTER","Warehouse (Storage)","8712","4/9/2010 12:00:00 AM","0","2010-5306","67400","1419 WALNUT ST, DALLAS CENTER","","N","75890"
"1625200006","1996","1560","","17","WEST DES MOINES","Clubhouse","1346875.2","1/26/2005 12:00:00 AM","0","2005-1336","274940"," ","Y","N","284880"
"1102195001","1948","1012","DALLAS CENTER","4","DALLAS CENTER","Office - General","14000","3/1/2016 12:00:00 AM","80000","2016-3051","94970","1302 WALNUT ST, DALLAS CENTER","","N","99870"
"1102195001","1948","1012","DALLAS CENTER","4","DALLAS CENTER","Office - General","14000","8/14/1990 12:00:00 AM","9004","688-466","94970","1302 WALNUT ST, DALLAS CENTER","","N","99870"
"1102195001","1948","1012","DALLAS CENTER","4","DALLAS CENTER","Office - General","14000","12/4/2018 12:00:00 AM","0","2018-22554 & 23094","94970","1302 WALNUT ST, DALLAS CENTER","Y","N","99870"
"1102195001","1948","1012","DALLAS CENTER","4","DALLAS CENTER","Office - General","14000","3/1/2016 12:00:00 AM","0","2020-29661","94970","1302 WALNUT ST, DALLAS CENTER","","N","99870"
"1304205001","1964","4104","","13","REDFIELD","Warehouse (Storage)","23380","5/13/1963 12:00:00 AM","1350","","233290"," ","","Y","233290"
"1304207001","1908","2541","REDFIELD","13","REDFIELD","Church","9800","","","","214690","916 GRANT ST, REDFIELD","","Y","214690"
"1304252005","1960","3100","REDFIELD","13","REDFIELD","Apartment","15400","","","","256890","1508 THOMAS ST, REDFIELD","","N","256890"
"1304252006","1960","3016","REDFIELD","13","REDFIELD","Apartment","15400","","","","251170","1510 THOMAS ST, REDFIELD","","N","251170"
"1424200003","2023","2669","","6","DE SOTO","Ready-Mix Plant","239580","3/5/2003 12:00:00 AM","60000","2003-4073","206250"," ","","N","1946580"
"1424200003","2023","2669","","6","DE SOTO","Ready-Mix Plant","239580","5/22/2007 12:00:00 AM","200000","2007-7736","206250"," ","","N","1946580"
"1304179003","1966","660","REDFIELD","13","REDFIELD","Office - General","1750","1/12/2007 12:00:00 AM","103000","2007-1085","33000","812 1ST ST, REDFIELD","Y","Y","33000"
"1304179003","1966","660","REDFIELD","13","REDFIELD","Office - General","1750","6/24/2003 12:00:00 AM","22000","2003-12023","33000","812 1ST ST, REDFIELD","","Y","33000"
"1223276015","2004","35638","","0","N/A","School - Class Room","43995.6","","","","9551820"," ","","N","13264720"
"1604119004","2001","13306","WAUKEE","16","WAUKEE","Office - General","125888.4","","","","3586520","1300 SE LA GRANT PKWY, WAUKEE","","Y","3586520"
"0209286901","2010","2430","PERRY","0","N/A","Metal Warehouse - Milled Wood Frame","","","","","68730","905 RAWSON ST, PERRY","","N","61800"
"1519153008","2024","15300","DESOTO","6","DE SOTO","Metal Warehouse - Post Frame","21780","6/15/2015 12:00:00 AM","240000","2015-10122","0","27 ELLEFSON DR, DESOTO","Y","N","1117740"
"1519153008","2024","15300","DESOTO","6","DE SOTO","Metal Warehouse - Post Frame","21780","10/20/2016 12:00:00 AM","0","2017-23228","0","27 ELLEFSON DR, DESOTO","Y","N","1117740"
"1519153008","2024","15300","DESOTO","6","DE SOTO","Metal Warehouse - Post Frame","21780","11/17/2017 12:00:00 AM","105000","2017-23229","0","27 ELLEFSON DR, DESOTO","Y","N","1117740"
"1519153008","2024","15300","DESOTO","6","DE SOTO","Metal Warehouse - Post Frame","21780","9/21/2023 12:00:00 AM","0","2023-14563","0","27 ELLEFSON DR, DESOTO","Y","N","1117740"
"1519153011","2017","4800","DESOTO","6","DE SOTO","Metal Warehouse - Rigid Steel Frame","21780","6/15/2015 12:00:00 AM","240000","2015-10122","411410","25 ELLEFSON DR, DESOTO","Y","N","437610"
"1519153011","2017","4800","DESOTO","6","DE SOTO","Metal Warehouse - Rigid Steel Frame","21780","10/20/2016 12:00:00 AM","0","2016-22409","411410","25 ELLEFSON DR, DESOTO","","N","437610"
"1519153011","2017","4800","DESOTO","6","DE SOTO","Metal Warehouse - Rigid Steel Frame","21780","10/28/2016 12:00:00 AM","48000","2016-22410","411410","25 ELLEFSON DR, DESOTO","","N","437610"
"1519153011","2017","4800","DESOTO","6","DE SOTO","Metal Warehouse - Rigid Steel Frame","21780","6/26/2018 12:00:00 AM","337500","2018-12020","411410","25 ELLEFSON DR, DESOTO","","N","437610"
"0210354004","1974","21277","PERRY","12","PERRY","Store - Grocery","90000","","","","1300760","1315 WILLIS AVE, PERRY","","N","1300760"
"0210355001","2004","4132","PERRY","12","PERRY","Office - General","7000","7/10/2014 12:00:00 AM","0","2014-8881","428290","1401 WILLIS AVE, PERRY","Y","N","428290"
"0210355001","2004","4132","PERRY","12","PERRY","Office - General","7000","10/21/2008 12:00:00 AM","75000","2008-14798","428290","1401 WILLIS AVE, PERRY","Y","N","428290"
"0210355001","2004","4132","PERRY","12","PERRY","Office - General","7000","10/21/2008 12:00:00 AM","75000","2008-14799","428290","1401 WILLIS AVE, PERRY","Y","N","428290"
"0210355001","2004","4132","PERRY","12","PERRY","Office - General","7000","7/1/2004 12:00:00 AM","0","2005-5944","428290","1401 WILLIS AVE, PERRY","","N","428290"
"0210355001","2004","4132","PERRY","12","PERRY","Office - General","7000","6/16/2004 12:00:00 AM","0","2004-9362","428290","1401 WILLIS AVE, PERRY","Y","N","428290"
"0210355001","2004","4132","PERRY","12","PERRY","Office - General","7000","8/29/2003 12:00:00 AM","0","2004-6800","428290","1401 WILLIS AVE, PERRY","Y","N","428290"
"0210355001","2004","4132","PERRY","12","PERRY","Office - General","7000","8/28/2003 12:00:00 AM","30000","2003-17878","428290","1401 WILLIS AVE, PERRY","Y","N","428290"
"0210356001","1987","3000","PERRY","12","PERRY","Metal Warehouse - Post Frame","5184","6/7/2018 12:00:00 AM","0","2018-10223","55130","1ST & OTLEY AVE, PERRY","Y","N","55130"
"0210356001","1987","3000","PERRY","12","PERRY","Metal Warehouse - Post Frame","5184","11/27/2013 12:00:00 AM","0","2013-21843","55130","1ST & OTLEY AVE, PERRY","Y","N","55130"
"0210356001","1987","3000","PERRY","12","PERRY","Metal Warehouse - Post Frame","5184","9/11/2014 12:00:00 AM","73000","2014-12276","55130","1ST & OTLEY AVE, PERRY","Y","N","55130"
"0210356001","1987","3000","PERRY","12","PERRY","Metal Warehouse - Post Frame","5184","2/3/2014 12:00:00 AM","0","2014-1597","55130","1ST & OTLEY AVE, PERRY","","N","55130"
"0210356001","1987","3000","PERRY","12","PERRY","Metal Warehouse - Post Frame","5184","11/27/2013 12:00:00 AM","0","2014-1596","55130","1ST & OTLEY AVE, PERRY","","N","55130"
"0210356001","1987","3000","PERRY","12","PERRY","Metal Warehouse - Post Frame","5184","8/1/1978 12:00:00 AM","52500","551-573","55130","1ST & OTLEY AVE, PERRY","Y","N","55130"
"0210356003","1996","1736","PERRY","12","PERRY","Office - General","7050","10/26/2016 12:00:00 AM","0","2016-21296","203600","900 1ST AVE, PERRY","","N","203600"
"0210356003","1996","1736","PERRY","12","PERRY","Office - General","7050","5/4/2022 12:00:00 AM","250000","2022-9865","203600","900 1ST AVE, PERRY","","N","203600"
"1323100003","1900","1768","EARLHAM","0","N/A","Church","217800","","","","209330","16193 BEAR CREEK RD, EARLHAM","","N","352120"
"1233351003","2010","62965","WAUKEE","16","WAUKEE","Metal Warehouse - Rigid Steel Frame","645559.2","","","","7226720","805 UNIVERSITY, WAUKEE","","Y","10042420"
"1611101002","2023","13570","WEST DES MOINES","17","WEST DES MOINES","Apartment","91476","10/20/2022 12:00:00 AM","0","2022-22634","306000","8710 ASHWORTH, WEST DES MOINES","","N","1006760"
"1611101002","2023","13570","WEST DES MOINES","17","WEST DES MOINES","Apartment","91476","2/8/2022 12:00:00 AM","325900","2022-3278","306000","8710 ASHWORTH, WEST DES MOINES","","N","1006760"
"1611101002","2023","13570","WEST DES MOINES","17","WEST DES MOINES","Apartment","91476","3/27/2017 12:00:00 AM","285000","2017-5704","306000","8710 ASHWORTH, WEST DES MOINES","","N","1006760"
"1611101002","2023","13570","WEST DES MOINES","17","WEST DES MOINES","Apartment","91476","10/11/2017 12:00:00 AM","25404","2017-22292","306000","8710 ASHWORTH, WEST DES MOINES","","N","1006760"
"1330454001","2018","0","","7","DEXTER","School - Class Room","62752","","","","8536380"," ","","Y","8536380"
"1330478011","1909","2987","DEXTER","7","DEXTER","Church","9636","","","","335640","823 STATE ST, DEXTER","","Y","335640"
"1330479008","1970","3696","DEXTER","7","DEXTER","Apartment","25344","","","","271630","919 LYON ST, DEXTER","","N","271630"
"1330479010","1970","2640","DEXTER","7","DEXTER","Apartment","17424","","","","206700","911 LYON ST, DEXTER","","Y","206700"
"0406259001","1974","1612","WOODWARD","18","WOODWARD","Apartment","34500","","","","526500","101 OAK AVE, WOODWARD","","Y","526500"
"1227403002","2009","16127","WAUKEE","16","WAUKEE","Computer Data Center","217800","1/23/2009 12:00:00 AM","435600","2009-826","4416130","390 NE ALICES RD, WAUKEE","","N","4416130"
"1227403002","2009","16127","WAUKEE","16","WAUKEE","Computer Data Center","217800","10/14/2008 12:00:00 AM","435600","2008-13794","4416130","390 NE ALICES RD, WAUKEE","","N","4416130"
"0215107019","2006","6000","PERRY","12","PERRY","Metal Office","16660","1/27/2005 12:00:00 AM","152500","2005-1269","488140","420 1ST AVE, PERRY","","N","488140"
"0215107019","2006","6000","PERRY","12","PERRY","Metal Office","16660","3/17/2004 12:00:00 AM","152500","2004-4647","488140","420 1ST AVE, PERRY","","N","488140"
"0215107019","2006","6000","PERRY","12","PERRY","Metal Office","16660","2/6/2023 12:00:00 AM","540000","2023-2210","488140","420 1ST AVE, PERRY","Y","N","488140"
"0215107019","2006","6000","PERRY","12","PERRY","Metal Office","16660","4/12/2006 12:00:00 AM","0","2006-5837","488140","420 1ST AVE, PERRY","","N","488140"
